,business_id,stars,positive_count,negative_count,sentiment_score_%
139,r2IhvKZQ_wLR5mLBnPOilg,4.5,107,3,97.27272727272727
140,s-iUpeKVCuPd5m4OJ3HixQ,4.0,19,1,95.0
141,sZHLbLnw1vwHF1xDzuV1iw,4.5,2,0,100.0
142,sj2o49ZCq2iJlZxDNrHDaA,4.5,28,0,100.0
143,sjWf71VmU5HIwqX8RGCLJw,4.5,5,0,100.0
144,sk0IM8koYo1o9-k_rpkmxQ,4.5,14,0,100.0
145,sz5SMsTOTAshdfsaK98-TA,4.0,46,1,97.87234042553192
146,tZnPqmwGcLjYeBdwyvhazg,4.0,2,0,100.0
147,thlyktt2c7v1DyOpSVSibw,4.0,178,5,97.26775956284153
148,tthy48ZIX_wfY8Dy0Dvg6w,4.5,227,10,95.78059071729957
149,vgDl4_ZjoLLIU2ZPL83GIg,4.0,2,1,66.66666666666667
150,vsrryxBR2Jykl71qa1H6SQ,4.0,23,0,100.0
151,w8AxfAjNq7wU5jHmpLSpNg,3.5,50,3,94.33962264150944
152,wK2IixmZUOEFGz1QZqR99Q,4.0,19,1,95.0
153,wMZAnrfwV-qHiV5zdTSrzw,4.0,80,1,98.76543209876543
154,x2ly0NsSTMmMpljpdIZdYA,4.5,140,3,97.9020979020979
155,xRapA2lG7mjJ6eOqHmxe-A,4.0,27,1,96.42857142857143
156,xTYLUPg8Xg-z3cYoPpcJqQ,4.5,8,0,100.0
157,yLqFm4epPkbkPpan9gmEjA,4.0,1,0,100.0
158,ySRkAFddd1tCUzRDjbECdg,4.0,6,0,100.0
159,ycbmvmBYk4w_ZmdrPL0tBQ,4.0,78,3,96.29629629629629
160,ywXa1pDqHPe9tOPx0yJFUg,3.0,15,0,100.0
161,zbrIMldF_O1ZQ0vpUaaa8A,4.0,109,7,93.96551724137932
162,zkMqKD6IZPcU10g0a2APmg,4.5,7,1,87.5
