,business_id,stars,positive_count,negative_count,sentiment_score_%
84,ZKi4F9BlA46rLvLyeIE3VA,3.5,12,0,100.0
85,_P-0kP5DboEd5p0OqDorFA,4.5,1,0,100.0
86,_dNk5IpkVVyN2nWMXTA2eA,4.5,1,0,100.0
87,apmw_lkLdwWbeYiI9ysdJg,4.5,4,0,100.0
88,b5hxsRw76UUXcotxlCipuQ,3.5,24,1,96.0
89,c-W17u2jiFOD2H_d6uo-bQ,4.5,12,0,100.0
90,cAbdvzqtFLaAAMFIyPf2AA,4.0,43,5,89.58333333333333
91,cQDwJjslebJv5Co7gCm2Yw,4.0,4,0,100.0
92,c_a38vt6v2tRq-VjdTZHZw,4.0,3,1,75.0
93,cyaDjqjhtRbpd5Og5dFoZg,2.5,1,0,100.0
94,d0E938M2_4kcuULUdnj-Xw,4.5,7,0,100.0
95,df_UStxBFDYNSd-ngoR1-w,4.5,0,0,
96,dutm97q2F4a6RV6YQ0uLHw,5.0,2,0,100.0
97,e76uCbhmK8oqAtYAkxB2Qg,4.5,1,0,100.0
98,eHRzuUXA2jrR99ecioWU4g,3.5,9,1,90.0
99,eL4lyE7LNoXEMvpcJ8WNVw,4.0,19,4,82.6086956521739
100,eX7o_-s5TmDT-DMfTV4cmw,4.0,26,5,83.87096774193549
101,fO89arPgWzq_1YYQYLS4Yw,4.5,3,1,75.0
102,fiQxkb1pfPpvrr0oYYYBcA,5.0,4,0,100.0
103,fnGZspqyamRremXor0sAyg,4.0,0,0,
104,fqStx0SvwMFChX_HIdUeEQ,4.0,21,2,91.30434782608695
105,g0lCOgLkkByZrhmwYzP5KA,4.5,3,0,100.0
106,g6VJ6y-AzDGQy0Gj91UvUw,4.0,0,0,
107,gLNf3zUydIKc_cvUll-6gw,5.0,1,0,100.0
108,gYrHa4CckDjgOQc5B-yTKA,4.0,8,0,100.0
109,gdEZfd6RFXYmmXX71RDvbA,4.5,14,0,100.0
110,gkqfm6mTim9Rwopwjayc8w,5.0,1,0,100.0
111,iBBV8vesQ8fo2IQA7an1JA,4.0,45,1,97.82608695652173
112,iBTc6XKgW5HESEZIii-G4g,4.5,6,0,100.0
113,ixROUxJqrczeYUT0z0MCHg,5.0,2,0,100.0
114,j1yb8y-jFwpG_hW9AH3PrQ,5.0,2,0,100.0
115,j8c8WFqySY1eybnkJfgjSg,4.0,0,0,
116,jKocMyXjEqgb9dL9S5vrEA,4.0,10,0,100.0
117,jMlE4wvspc0J-oN-SYUjQw,4.5,5,0,100.0
118,j_m8zce-jSRQn5JmC633GQ,4.5,10,1,90.9090909090909
119,jfRq1KtjEGyPoMo9HZVw2Q,3.5,1,0,100.0
120,kBqyg_L_Xn9jQTCHYODbRg,5.0,0,0,
121,krTxH1a9kzWgwvt3PVH8pQ,4.5,22,2,91.66666666666667
122,kwqXOtLCbNjgvwuMj4H1AQ,4.5,3,0,100.0
123,kwtKZ3fzM5jlR8Z7KIA17g,5.0,3,0,100.0
124,l6rgXoUfz4Wh_lAGxDiNaA,5.0,0,0,
125,m4xrhESFLaA7PiddXeg2aw,3.5,13,0,100.0
126,nhOMsw22-rz9kXSKwBZYAQ,4.0,0,0,
127,o4IiNbNybcy-L4vzTSoDJw,4.0,31,2,93.93939393939394
128,oGDGlUbOjHxmmCh8ZYcDCg,4.0,52,2,96.29629629629629
129,oTcezJoCe30NrwiNFsoLXQ,4.5,9,1,90.0
130,oinV9xrSkR3b_T8sK1nsqg,3.5,7,1,87.5
131,omnCKxL0f_akh0eYeJxjDg,4.0,8,0,100.0
132,pKSB4wXLiS8rd1cAEgD8oA,4.5,1,1,50.0
133,pQh2GzkAnbLKiDqEpxcylQ,5.0,0,0,
134,pqF3WkYktbR28uk2PSR7Rg,4.0,13,1,92.85714285714286
135,q-1ICFSqs2MwDGfe5tX-SQ,4.0,16,0,100.0
136,q75UQjNm6AEK4XNnkDLxTQ,4.0,6,1,85.71428571428571
137,qUyU8Amr1NjuE3TBFs2n4A,5.0,0,0,
138,qVitsouI4aBiYx1_Fjn0Pg,4.0,9,1,90.0
139,r2IhvKZQ_wLR5mLBnPOilg,4.5,13,0,100.0
140,s-iUpeKVCuPd5m4OJ3HixQ,4.0,3,0,100.0
141,sZHLbLnw1vwHF1xDzuV1iw,4.5,0,0,
142,sj2o49ZCq2iJlZxDNrHDaA,4.5,7,0,100.0
143,sjWf71VmU5HIwqX8RGCLJw,4.5,0,0,
144,sk0IM8koYo1o9-k_rpkmxQ,4.5,10,1,90.9090909090909
145,sz5SMsTOTAshdfsaK98-TA,4.0,20,2,90.9090909090909
146,tZnPqmwGcLjYeBdwyvhazg,4.0,0,0,
147,thlyktt2c7v1DyOpSVSibw,4.0,40,0,100.0
148,tthy48ZIX_wfY8Dy0Dvg6w,4.5,73,3,96.05263157894737
149,vgDl4_ZjoLLIU2ZPL83GIg,4.0,0,0,
150,vsrryxBR2Jykl71qa1H6SQ,4.0,6,0,100.0
151,w8AxfAjNq7wU5jHmpLSpNg,3.5,4,0,100.0
152,wK2IixmZUOEFGz1QZqR99Q,4.0,0,0,
153,wMZAnrfwV-qHiV5zdTSrzw,4.0,10,0,100.0
154,x2ly0NsSTMmMpljpdIZdYA,4.5,35,1,97.22222222222223
155,xRapA2lG7mjJ6eOqHmxe-A,4.0,9,0,100.0
156,xTYLUPg8Xg-z3cYoPpcJqQ,4.5,1,0,100.0
157,yLqFm4epPkbkPpan9gmEjA,4.0,0,0,
158,ySRkAFddd1tCUzRDjbECdg,4.0,0,0,
159,ycbmvmBYk4w_ZmdrPL0tBQ,4.0,6,1,85.71428571428571
160,ywXa1pDqHPe9tOPx0yJFUg,3.0,3,0,100.0
161,zbrIMldF_O1ZQ0vpUaaa8A,4.0,36,1,97.29729729729729
162,zkMqKD6IZPcU10g0a2APmg,4.5,6,0,100.0
