,business_id,stars,positive_count,negative_count,sentiment_score_%
120,kBqyg_L_Xn9jQTCHYODbRg,5.0,0,0,
121,krTxH1a9kzWgwvt3PVH8pQ,4.5,12,1,92.3076923076923
122,kwqXOtLCbNjgvwuMj4H1AQ,4.5,0,0,
123,kwtKZ3fzM5jlR8Z7KIA17g,5.0,1,0,100.0
124,l6rgXoUfz4Wh_lAGxDiNaA,5.0,0,0,
125,m4xrhESFLaA7PiddXeg2aw,3.5,3,1,75.0
126,nhOMsw22-rz9kXSKwBZYAQ,4.0,0,0,
127,o4IiNbNybcy-L4vzTSoDJw,4.0,19,2,90.47619047619048
128,oGDGlUbOjHxmmCh8ZYcDCg,4.0,43,9,82.6923076923077
129,oTcezJoCe30NrwiNFsoLXQ,4.5,5,0,100.0
130,oinV9xrSkR3b_T8sK1nsqg,3.5,5,0,100.0
131,omnCKxL0f_akh0eYeJxjDg,4.0,3,0,100.0
132,pKSB4wXLiS8rd1cAEgD8oA,4.5,2,0,100.0
133,pQh2GzkAnbLKiDqEpxcylQ,5.0,0,0,
134,pqF3WkYktbR28uk2PSR7Rg,4.0,0,0,
135,q-1ICFSqs2MwDGfe5tX-SQ,4.0,4,0,100.0
136,q75UQjNm6AEK4XNnkDLxTQ,4.0,5,2,71.42857142857143
137,qUyU8Amr1NjuE3TBFs2n4A,5.0,0,0,
138,qVitsouI4aBiYx1_Fjn0Pg,4.0,1,0,100.0
139,r2IhvKZQ_wLR5mLBnPOilg,4.5,5,1,83.33333333333333
140,s-iUpeKVCuPd5m4OJ3HixQ,4.0,0,0,
141,sZHLbLnw1vwHF1xDzuV1iw,4.5,0,0,
142,sj2o49ZCq2iJlZxDNrHDaA,4.5,1,0,100.0
143,sjWf71VmU5HIwqX8RGCLJw,4.5,0,0,
144,sk0IM8koYo1o9-k_rpkmxQ,4.5,0,0,
145,sz5SMsTOTAshdfsaK98-TA,4.0,6,0,100.0
146,tZnPqmwGcLjYeBdwyvhazg,4.0,0,0,
147,thlyktt2c7v1DyOpSVSibw,4.0,9,1,90.0
148,tthy48ZIX_wfY8Dy0Dvg6w,4.5,118,11,91.47286821705427
149,vgDl4_ZjoLLIU2ZPL83GIg,4.0,0,0,
150,vsrryxBR2Jykl71qa1H6SQ,4.0,1,0,100.0
151,w8AxfAjNq7wU5jHmpLSpNg,3.5,0,0,
152,wK2IixmZUOEFGz1QZqR99Q,4.0,0,0,
153,wMZAnrfwV-qHiV5zdTSrzw,4.0,6,3,66.66666666666667
154,x2ly0NsSTMmMpljpdIZdYA,4.5,30,6,83.33333333333333
155,xRapA2lG7mjJ6eOqHmxe-A,4.0,5,0,100.0
156,xTYLUPg8Xg-z3cYoPpcJqQ,4.5,0,0,
157,yLqFm4epPkbkPpan9gmEjA,4.0,0,0,
158,ySRkAFddd1tCUzRDjbECdg,4.0,0,0,
159,ycbmvmBYk4w_ZmdrPL0tBQ,4.0,4,0,100.0
160,ywXa1pDqHPe9tOPx0yJFUg,3.0,0,0,
161,zbrIMldF_O1ZQ0vpUaaa8A,4.0,32,2,94.11764705882354
162,zkMqKD6IZPcU10g0a2APmg,4.5,0,0,
