,business_id,stars,positive_count,negative_count,sentiment_score_%
70,SeneXbKmhHhPtzyTDPDnvA,4.0,12,1,92.3076923076923
71,Sp4HOjXy-LYV_4yy10L3jg,4.5,2,0,100.0
72,Ss6f5v_t5Vddiaz4ZOxL0g,4.0,200,22,90.09009009009009
73,U3grYFIeu6RgAAQgdriHww,4.0,466,34,93.2
74,UA3HxLprLSOO9J6l1iR2Cg,3.5,42,5,89.36170212765957
75,UBK6zb5-XUETfVzYkRTj1Q,4.5,1,0,100.0
76,USVks6B2Xkf0WLmLIiXqMA,3.5,81,15,84.375
77,V0RzUzlEUc279ZQ6eJ5nzw,2.0,0,0,
78,VJKpVv_l1g943WK6fxwZKQ,3.5,0,0,
79,VfH9vj-kkAiAwvKYCKzQ0g,3.0,16,7,69.56521739130434
80,Vg0oTgDyRwi73D5zRywrlg,4.0,1,0,100.0
81,Y0izXh4Dv1_YU68tn43Xiw,4.5,16,0,100.0
82,Y57sylYCgq2VQJuBCnjPfA,4.0,79,7,91.86046511627907
83,YiSr-W5BBX6uXnhWPxk82Q,4.0,67,15,81.70731707317073
84,ZKi4F9BlA46rLvLyeIE3VA,3.5,32,11,74.4186046511628
85,_P-0kP5DboEd5p0OqDorFA,4.5,6,0,100.0
86,_dNk5IpkVVyN2nWMXTA2eA,4.5,2,0,100.0
87,apmw_lkLdwWbeYiI9ysdJg,4.5,25,0,100.0
88,b5hxsRw76UUXcotxlCipuQ,3.5,87,13,87.0
89,c-W17u2jiFOD2H_d6uo-bQ,4.5,20,2,90.9090909090909
90,cAbdvzqtFLaAAMFIyPf2AA,4.0,115,16,87.78625954198473
91,cQDwJjslebJv5Co7gCm2Yw,4.0,15,0,100.0
92,c_a38vt6v2tRq-VjdTZHZw,4.0,11,0,100.0
93,cyaDjqjhtRbpd5Og5dFoZg,2.5,0,0,
94,d0E938M2_4kcuULUdnj-Xw,4.5,20,0,100.0
95,df_UStxBFDYNSd-ngoR1-w,4.5,3,0,100.0
96,dutm97q2F4a6RV6YQ0uLHw,5.0,4,0,100.0
97,e76uCbhmK8oqAtYAkxB2Qg,4.5,1,0,100.0
98,eHRzuUXA2jrR99ecioWU4g,3.5,29,7,80.55555555555556
99,eL4lyE7LNoXEMvpcJ8WNVw,4.0,26,3,89.65517241379311
100,eX7o_-s5TmDT-DMfTV4cmw,4.0,87,14,86.13861386138613
101,fO89arPgWzq_1YYQYLS4Yw,4.5,23,1,95.83333333333333
102,fiQxkb1pfPpvrr0oYYYBcA,5.0,12,0,100.0
103,fnGZspqyamRremXor0sAyg,4.0,6,0,100.0
104,fqStx0SvwMFChX_HIdUeEQ,4.0,83,5,94.31818181818181
105,g0lCOgLkkByZrhmwYzP5KA,4.5,14,0,100.0
106,g6VJ6y-AzDGQy0Gj91UvUw,4.0,4,0,100.0
107,gLNf3zUydIKc_cvUll-6gw,5.0,4,0,100.0
108,gYrHa4CckDjgOQc5B-yTKA,4.0,10,2,83.33333333333333
109,gdEZfd6RFXYmmXX71RDvbA,4.5,25,0,100.0
110,gkqfm6mTim9Rwopwjayc8w,5.0,1,0,100.0
111,iBBV8vesQ8fo2IQA7an1JA,4.0,190,15,92.6829268292683
112,iBTc6XKgW5HESEZIii-G4g,4.5,15,0,100.0
113,ixROUxJqrczeYUT0z0MCHg,5.0,0,0,
114,j1yb8y-jFwpG_hW9AH3PrQ,5.0,2,0,100.0
115,j8c8WFqySY1eybnkJfgjSg,4.0,2,2,50.0
116,jKocMyXjEqgb9dL9S5vrEA,4.0,18,0,100.0
117,jMlE4wvspc0J-oN-SYUjQw,4.5,8,1,88.88888888888889
118,j_m8zce-jSRQn5JmC633GQ,4.5,23,2,92.0
119,jfRq1KtjEGyPoMo9HZVw2Q,3.5,4,3,57.142857142857146
120,kBqyg_L_Xn9jQTCHYODbRg,5.0,3,0,100.0
121,krTxH1a9kzWgwvt3PVH8pQ,4.5,72,6,92.3076923076923
122,kwqXOtLCbNjgvwuMj4H1AQ,4.5,5,0,100.0
123,kwtKZ3fzM5jlR8Z7KIA17g,5.0,3,1,75.0
124,l6rgXoUfz4Wh_lAGxDiNaA,5.0,0,0,
125,m4xrhESFLaA7PiddXeg2aw,3.5,31,6,83.78378378378379
126,nhOMsw22-rz9kXSKwBZYAQ,4.0,4,0,100.0
127,o4IiNbNybcy-L4vzTSoDJw,4.0,135,27,83.33333333333333
128,oGDGlUbOjHxmmCh8ZYcDCg,4.0,326,17,95.04373177842565
129,oTcezJoCe30NrwiNFsoLXQ,4.5,26,6,81.25
130,oinV9xrSkR3b_T8sK1nsqg,3.5,47,5,90.38461538461539
131,omnCKxL0f_akh0eYeJxjDg,4.0,50,10,83.33333333333333
132,pKSB4wXLiS8rd1cAEgD8oA,4.5,10,0,100.0
133,pQh2GzkAnbLKiDqEpxcylQ,5.0,1,0,100.0
134,pqF3WkYktbR28uk2PSR7Rg,4.0,13,3,81.25
135,q-1ICFSqs2MwDGfe5tX-SQ,4.0,49,7,87.5
136,q75UQjNm6AEK4XNnkDLxTQ,4.0,26,5,83.87096774193549
137,qUyU8Amr1NjuE3TBFs2n4A,5.0,14,0,100.0
138,qVitsouI4aBiYx1_Fjn0Pg,4.0,39,5,88.63636363636364
139,r2IhvKZQ_wLR5mLBnPOilg,4.5,107,15,87.70491803278688
140,s-iUpeKVCuPd5m4OJ3HixQ,4.0,6,1,85.71428571428571
141,sZHLbLnw1vwHF1xDzuV1iw,4.5,1,0,100.0
142,sj2o49ZCq2iJlZxDNrHDaA,4.5,11,2,84.61538461538461
143,sjWf71VmU5HIwqX8RGCLJw,4.5,5,1,83.33333333333333
144,sk0IM8koYo1o9-k_rpkmxQ,4.5,2,0,100.0
145,sz5SMsTOTAshdfsaK98-TA,4.0,79,4,95.18072289156626
146,tZnPqmwGcLjYeBdwyvhazg,4.0,9,1,90.0
147,thlyktt2c7v1DyOpSVSibw,4.0,188,25,88.26291079812206
148,tthy48ZIX_wfY8Dy0Dvg6w,4.5,371,16,95.8656330749354
149,vgDl4_ZjoLLIU2ZPL83GIg,4.0,1,0,100.0
150,vsrryxBR2Jykl71qa1H6SQ,4.0,17,10,62.96296296296296
151,w8AxfAjNq7wU5jHmpLSpNg,3.5,19,2,90.47619047619048
152,wK2IixmZUOEFGz1QZqR99Q,4.0,4,1,80.0
153,wMZAnrfwV-qHiV5zdTSrzw,4.0,52,10,83.87096774193549
154,x2ly0NsSTMmMpljpdIZdYA,4.5,176,16,91.66666666666667
155,xRapA2lG7mjJ6eOqHmxe-A,4.0,45,4,91.83673469387755
156,xTYLUPg8Xg-z3cYoPpcJqQ,4.5,0,0,
157,yLqFm4epPkbkPpan9gmEjA,4.0,1,0,100.0
158,ySRkAFddd1tCUzRDjbECdg,4.0,0,0,
159,ycbmvmBYk4w_ZmdrPL0tBQ,4.0,67,0,100.0
160,ywXa1pDqHPe9tOPx0yJFUg,3.0,1,2,33.333333333333336
161,zbrIMldF_O1ZQ0vpUaaa8A,4.0,200,25,88.88888888888889
162,zkMqKD6IZPcU10g0a2APmg,4.5,6,0,100.0
